,url,status,title,email,phone,address,copyright,norm_title,scraped_index,company_index,score,address1,city,postal_code,country,founding_date,name,company_number,phone_number,unique_id,norm_name
162,https://hisconsultancy.nl,200,Geparkeerd,,,,,geparkeerd,162,314,67,Meerveldlaan 2 M,Hoevelaken,3871ED,NL,2010-01-01,Vierkeer B.V.,32168716,+31338200236,600863099,vierkeer
164,https://wijzenbeek.nl/beroepskleding/1/welkom.html,200,Welkom - Wijzenbeek Beroepskleding BV,mailto:info@wijzenbeek.nl,tel:+31455220769,,© 2024,welkom wijzenbeek beroepskleding,164,6042,88,Ganzeweide 231,Heerlen,6413GE,NL,2005-01-01,Wijzenbeek Beroepskleding B.V.,14032956,+31455220769,515418716,wijzenbeek beroepskleding
166,https://team-share.nl,200,Team-Share - Home,,,,,teamshare home,166,5178,78,Rembrandtstraat 32,Reuver,5953HV,NL,2013-01-01,Team-Share B.V.,56850069,,602001011,teamshare
171,https://www.basamro.nl/,200,"BASAMRO staat voor kennis, ervaring en betrouwbaarheid - BASAMRO",,tel:+31105018088,,© 2024 BASAMRO Logistics Group Transport & Shipping,basamro staat kennis ervaring betrouwbaarheid basamro,171,5944,47,Vondelstraat 8,Alkmaar,1814AB,NL,1997-01-01,Vereniging van Eigenaars 'Vondelstraat 8-10 te Alkmaar',68538804,,603409852,vereniging eigenaars vondelstraat 810 alkmaar
172,https://bakkervastgoed.nl,200,Secured Home of bakkervastgoed.nl,,,,,secured home of bakkervastgoednl,172,7758,60,Dorpsstraat 283,Zwaag,1689GE,NL,2004-01-01,Bakker Vastgoed B.V.,37110865,+31229299265,521517945,bakker vastgoed
173,https://voxabv.nl,200,Home - Voxa Inframanagement,mailto:geert@bentuminframanagement.nl,tel:+31646647398‬,,,home voxa inframanagement,173,8383,72,Noordloo 25,Annen,9468AV,NL,2023-01-01,Bentum Inframanagement B.V.,89592662,,605740275,bentum inframanagement
175,https://amarantis.nl,200,Amarantis – Where blossom begins,,,,Copyright © 2024 Amarantis Powered by Amarantis,amarantis where blossom begins,175,6806,56,Asterweg 19 C 8,Amsterdam,1031HL,NL,1992-01-01,Where Administraties B.V.,33256019,+31206301222,529558912,where administraties
177,https://www.brand-a.nl/,200,"Brand-A | Branding, marketing, content en training",mailto:brenda@brand-a.nl,,,© 2020 - Brand-A,branda branding marketing content training,177,1238,65,Gedempte Zuiderdiep 22,Groningen,9711HG,NL,2003-01-01,Stichting Marketing Groningen,02080231,+31503199750,600742878,stichting marketing groningen
178,https://solutions-on-silicon.com,200,Home | SOS Group,,,,                                                 Copyright © 2024 - SOS Group,home sos group,178,6028,73,Baron van Nagellstraat 144,Barneveld,3771LL,NL,2007-01-01,H&S Group B.V.,08160478,+31342426777,526127541,hs group
179,https://www.bestdealautomotive.nl/,200,Home - Bestdeal Automotive . Occasion dealer in Den Ham,mailto:info@bestdealautomotive.nl,tel:0546-785941,"Vroomhoopseweg 33D, Den Ham (Overijssel)",,home bestdeal automotive occasion dealer den ham,179,8219,57,Vriezendijk 21,Den Ham OV,7683PL,NL,2019-01-01,Bestdeal Automotive B.V.,74003186,+31546785941,604050174,bestdeal automotive
180,https://www.dolderman.nl/,200,Home - Dolderman,mailto:info@dolderman.nl,tel:0786138277,,,home dolderman,180,2132,78,Grevelingenweg 1 A,Dordrecht,3313LB,NL,2006-01-01,Dolderman B.V.,24396538,+31786138277,525808515,dolderman
181,https://www.presidentsafety.nl/,200,"
		Home - President Safety
		",mailto:sales@presidentsafety.nl,tel:+310181878000,,,home president safety,181,4424,86,Curieweg 19,Spijkenisse,3208KJ,NL,2016-01-01,President Safety B.V.,65174615,+31181878000,602997645,president safety
182,https://www.pijnentweewielers.nl/,200,Pijnen Tweewielers - Welkom,mailto:info@pijnentweewielers.nl,tel:0164672763,,2024 © Pijnen Tweewielers,pijnen tweewielers welkom,182,6718,84,Molenstraat 4,Ossendrecht,4641BC,NL,2004-01-01,Pijnen Tweewielers,20056916,+31164672763,523771734,pijnen tweewielers
183,https://www.inkahousing.nl/nl/,200,INKA HOUSING | Nationale huisvesting voor uw personeel,mailto:administratie@inkahousing.nl,,,© Copyright - Inka Housing -,inka housing nationale huisvesting uw personeel,183,1077,53,Stationsstraat 37,Borne,7622LW,NL,2017-01-01,Building Design International B.V.,68601131,,603410680,building design international
184,https://www.studioleuks.nl/,200,Home | Studio Leuks,mailto:info@studioleuks.nl,,,© 2022 - 2024 Studio Leuks,home studio leuks,184,1386,83,Boswitje 17,Nijkerk Gld,3863HJ,NL,2022-01-01,Studio Leuks,87220601,+31337630366,605470391,studio leuks
185,https://atece.nl,200,AtéCé Graphic Products,mailto:info@atece.nl,,,Copyright © 2024 AtéCé Graphic Products |,atécé graphic products,185,5288,68,Harderwijkerstraat 5,Deventer,7418BA,NL,2013-01-01,Althea Plastics Products B.V.,58177124,+31570526769,602166578,althea plastics products
187,https://iagroup.com,200,IA Group | Since 1978,,,,,ia group since 1978,187,9874,60,Klompenmaker 14,Beuningen Gld,6641DP,NL,2013-01-01,Imnex Group B.V.,57265135,,602056501,imnex group
189,https://www.klokslag.nl/pg-13394-7-34920/pagina/home.html,200,• Home - De Klokslag Engineering BV,mailto:klokslag@klokslag.nl,,,,home klokslag engineering,189,7236,89,De Marne 234,Bolsward,8701MH,NL,2019-01-01,De Klokslag Engineering B.V.,01061685,+31515576523,525930330,klokslag engineering
190,https://www.aqua-techniek.com/,200,Aqua Techniek Specialist,mailto:info@aqua-techniek.com,tel:0031181404600,,© copyright 2024 - All rights reserved -,aqua techniek specialist,190,7566,73,Bloemenlaan 13,Valkenburg ZH,2235EM,NL,2013-01-01,A.T.S. Auto Technisch Specialisten,58289720,+31714073280,602179149,ats auto technisch specialisten
191,https://lat.nl,200,Looije Agro Technics B.V.,,,,,looije agro technics,191,1897,100,Stelvenseweg 11,Made,4921PL,NL,2016-01-01,Looije Agro Technics B.V.,18053485,+31162684336,514229143,looije agro technics
192,https://dutchleatherworks.nl/particulier.html,200,Particulier :: Dutch Leather Works,,,,,particulier dutch leather works,192,7131,76,Kummenaedestraat 72,Geleen,6165BX,NL,2016-01-01,Dutch Leather Works B.V.,67005187,+31464744925,603220015,dutch leather works
194,https://www.kwekerijroobeek.nl/,200,Home - Kwekerij Roobeek,,,Rens van Aarden,© 2022 Kwekerij Roobeek | Website door,home kwekerij roobeek,194,7888,85,Verlengde Roobeekweg 8,Arcen,5944NR,NL,2018-01-01,Kwekerij Roobeek C.V.,73621927,+31774732085,604012970,kwekerij roobeek cv
195,https://www.okaia.nl/,200,Onafhankelijk creatief collectief | Okaia,mailto:martijn@okaia.nl,tel:0103007842,,© Okaia 2024,onafhankelijk creatief collectief okaia,195,382,52,Polanerbaan 3,Woerden,3447GN,NL,2018-01-01,Plain Vanilla Coöperatief U.A.,73340464,+31206795615,603980023,plain vanilla coöperatief ua
200,https://ludis.nl,200,Ludis | Trainer en coach Heemstede,,,,© Copyright Ludis ,ludis trainer coach heemstede,200,308,57,Klaproosstraat 40,Ommen,7731WG,NL,2009-01-01,Gastouder 'Tante Lies',08204801,+31529454289,600641570,gastouder tante lies
202,https://www.lelycoatings.com/en/,200,Lely Coatings – Makers of color,mailto:info@lelycoatings.com,tel:0031765035188,,Copyright 2024 ©,lely coatings makers of color,202,7536,62,Daalderweg 16,Etten-Leur,4879AX,NL,1985-01-01,Lely Coatings B.V.,20062693,+31765035188,525853011,lely coatings
203,https://orchidee.nl,200,Ter Laak Homepage - Ter Laak,mailto:info@orchidee.nl,tel:+31174870110,,© Ter Laak Orchids | Alle rechten voorbehouden |,ter laak homepage ter laak,203,6364,54,Oude Lossersestraat 33,Oldenzaal,7574DE,NL,2020-01-01,Hogt Las en Reparatiewerk,78304741,,604566017,hogt las reparatiewerk
205,https://www.unrealvisuals.nl/,200,Home - Unreal Visuals,,,,,home unreal visuals,205,9414,85,Rotterdamseweg 39,Zwijndrecht,3332AC,NL,2021-01-01,Unreal Visuals,82002762,,604856337,unreal visuals
207,https://boonedam.com,200,Boon Edam - Entrance Solutions from Your Entry Experts,,,,,boon edam entrance solutions from your entry experts,207,5432,51,Vlaardingweg 53 B,Rotterdam,3044CJ,NL,1989-01-01,South American Food Express B.V.,24179057,+31104622988,523044918,south american food express
209,https://roetzfairfactory.nl,200,home - Roetz,mailto:participatie@roetz-bikes.com,,,© 2024 Roetz Fair Factory,home roetz,209,1803,67,Zuidsingel 38,Leiden,2312SC,NL,2018-01-01,Horowitz.,73093491,,603950788,horowitz
212,https://www.kvkios.nl/,200,Home | KVKIOS,,,,,home kvkios,212,1273,57,Hoopmansveenweg 1,Dedemsvaart,7701PL,NL,2008-01-01,Henk Kosse B.V.,05014820,+31523616090,514386492,henk kosse
213,https://herbasanitatum.com,200,Herbasanitatum.com – Healing by Nature,mailto:info@herbasanitatum.com,tel://0031652010045,,Herbasanitatum,herbasanitatumcom healing by nature,213,6979,57,Burgemeester Bosmalaan 3,Limmen,1906XH,NL,2017-01-01,Herbasanitatum,69343527,,603504721,herbasanitatum
217,https://www.apmterminals.com/,200,Home - APM Terminals,,,,,home apm terminals,217,379,84,Turfmarkt 107,'s-Gravenhage,2511DP,NL,2007-01-01,Apm Terminals B.V.,27303900,+31703043100,526447188,apm terminals
218,https://lammertink-markelo.nl/pagina/nl/1/8/home.html,200,Loonbedrijf Lammertink Markelo,,,,,loonbedrijf lammertink markelo,218,3781,75,Petersweg 7,Markelo,7475NG,NL,2016-01-01,Lammertink Markelo B.V.,66379520,+31547361601,603143091,lammertink markelo
221,https://www.doubleddesigns.nl/en/,200,Double D Designs - Double D Designs,,tel:+31 548 36 6724,,© Copyright 2024 Double D Designs,double d designs double d designs,221,8095,65,Ambachtsweg 2,Holten,7451PM,NL,2009-01-01,Double D. Designs B.V.,38024971,+31548366724,497169766,double d designs
223,https://dekortingknaller.nl,200,"
      De Kortingknaller
",mailto:info@dekortingknaller.nl,tel:0736111770,,"© 2024,",kortingknaller,223,6651,100,Orthen 53 A,'s-Hertogenbosch,5231XP,NL,2012-01-01,De Kortingknaller B.V.,54260159,+31736111770,601507728,kortingknaller
225,https://batenburgdehovenier.nl,200,TransIP - Reserved domain,,,,,transip reserved domain,225,9857,64,Pampuslaan 172,Weesp,1382JS,NL,2007-01-01,Bos Transport Service B.V.,32006204,+31294412595,517615831,bos transport service
227,https://www.alschoon.nl/,200,Home | Alschoon,mailto:info@alschoon.nl,,,© 2021 Alblasserdams Schoonmaakbedrijf,home alschoon,227,1644,67,Ambachtweg 28,Mierlo,5731AG,NL,1986-01-01,Hoarse Fashion,91622352,+31492660935,605987099,hoarse fashion
229,https://brasserieheelsum.nl,200,Home - Brasserie Heelsum,mailto:info@brasserieheelsum.nl,,,© 2024,home brasserie heelsum,229,4643,87,Ginkelseweg 14,Heelsum,6866DZ,NL,2019-01-01,Brasserie Heelsum,74755455,+31317313136,604147570,brasserie heelsum
233,https://dirckxgroep.nl,200,Specialist in vastgoedonderhoud,mailto:info@dirckxgroep.nl,tel:077 – 467 23 25,,,specialist vastgoedonderhoud,233,625,81,Bark 35,Barendrecht,2991JA,NL,2022-01-01,Calame Vastgoedonderhoud,86325078,,605356311,calame vastgoedonderhoud
234,https://www.jtg.nl/,200,JTG,mailto:sales@jtg.nl,,Rijksstraatweg 7,© 2019 JTG B.V. | ,jtg,234,5320,100,Rijksstraatweg 7,Dordrecht,3316EE,NL,2012-01-01,Jtg B.V.,24248090,+31787507300,529662234,jtg
238,https://www.trooststaphorst.eu/,200,Troost Staphorst,,tel:+31522461900,,© 2024 Troost Staphorst,troost staphorst,238,7290,100,Industrieweg 25,Staphorst,7951CX,NL,2016-01-01,Troost Staphorst B.V.,05060549,+31522461900,513256017,troost staphorst
240,https://www.affinit.com/,200,AffinIT - Home,,,,Copyright © 2024 AffinIT. All Rights Reserved.,affinit home,240,8721,74,Hanckemaborg 16,Groningen,9722WC,NL,2002-01-01,Affinit B.V.,02073037,+31505290140,517215819,affinit
242,https://uwmedia.nl,200,Home | Xixion | Uw mediabureau,,,,Copyright © 2020 ,home xixion uw mediabureau,242,140,54,Hallstein-Nes 5,Bergen NH,1862AS,NL,2011-01-01,Hello Mediation,53208846,,601360669,hello mediation
243,https://www.timmerfabriekneede.nl/,200,DNA - Timmerfabriek Neede,mailto:info@timmerfabriekneede.nl,tel:,Plan je route,,dna timmerfabriek neede,243,591,90,G.L. Rutgersweg 1,Neede,7161PC,NL,1979-01-01,Timmerfabriek Neede B.V.,08035610,+31545293262,514802979,timmerfabriek neede
247,https://radiobenelux.nl,200,"
		radiobenelux.nl
	",,,,,radiobeneluxnl,247,4181,64,De Aar 61,Dronten,8253PN,NL,2021-01-01,Groene Luxe,82639663,+31854015421,604932539,groene luxe
248,https://immolab.nl,200,Immolab | Deskundig Bacteriologisch onderzoek,mailto:info@immolab.nl,tel:0180 - 55 23 00,,,immolab deskundig bacteriologisch onderzoek,248,7322,50,Kerkweg 133 B,Ouderkerk aan den IJssel,2935LA,NL,2008-01-01,Noorlander Beregening,24425931,+31180682214,600115833,noorlander beregening
251,https://www.taks.nl/,200,TAKS Handling Systems: logistieke oplossingen voor de AGF-sector,mailto:service@taks.nl,,,©,taks handling systems logistieke oplossingen agfsector,251,9072,56,Munnikenheiweg 58,Etten-Leur,4879NG,NL,2020-01-01,Taks Handling Systems B.V.,20055543,+31885552000,523032600,taks handling systems
252,https://biron.nl,200,Biron | Grow Solutions        ,,,,,biron grow solutions,252,5620,82,Javastraat 273,'s-Gravenhage,2585AL,NL,2019-01-01,Bing Solutions B.V.,74271733,,604082791,bing solutions
253,https://www.verbouwingsdouche.nl/,200,Home | Verbouwingsdouche.nl | Douche verhuur,mailto:info@verbouwingsdouche.nl,tel:0681006590,Kaarten zijn uitgeschakeld door de bezoeker op deze site. Klik om de kaart in een nieuw venster te openen.,Copyright © 2024 verbouwingsdouche.nl - Design & Web,home verbouwingsdouchenl douche verhuur,253,1471,66,Jelle Zijlstraweg        4,Zwaag,1689ZX,NL,2016-01-01,Verbouwingsdouche.nl,65792300,,603082172,verbouwingsdouchenl
255,https://www.akpb.nl/,200,Bergsma – Administrateurs en belastingadviseurs,mailto:info@akpb.nl,,,Copyright © 2022 Bergsma | ,bergsma administrateurs belastingadviseurs,255,6401,76,Jupiterbaan 1,Franeker,8802BB,NL,2005-01-01,Administratie- en Belastingadviesburo Kooistra,01107236,+31517390772,524584983,administratie belastingadviesburo kooistra
257,https://www.get-in-ctrl.nl/,200,GET IN CTRL | Jouw website volledig in CTRL!,mailto:info@get-in-ctrl.nl,,,"2021 © GET IN CTRL. | KvK: 69084939 | BTW: NL857725609B01 | Pijlstaartpad 4, 2623 MG Delft |",get ctrl jouw website volledig ctrl,257,2521,47,Karperstraat 91,Arnhem,6833EB,NL,2021-01-01,The Little Collector,84402555,,605138684,the little collector
258,https://www.designstudijo.nl/,200,Designstudijo | Imke Jacobs Ontwerp,mailto:info@designstudijo.nl,,,,designstudijo imke jacobs ontwerp,258,8170,57,Samuel de Marezhof 33,Maarsbergen,3953CH,NL,2015-01-01,Designstudijo,62896474,,602735006,designstudijo
259,https://camabv.nl,200,Home - Cama bv,mailto:info@camabv.nl,,,©2024 - CAMA,home cama,259,2732,63,Slaagseweg 2,Hoogland,3828PK,NL,2009-01-01,Alma Mater B.V.,32162130,+31338883696,600725228,alma mater
262,https://marcstyle.nl,200,Home - MarcStyle,,,,,home marcstyle,262,3900,78,De Trompet 18 B,Enkhuizen,1601MK,NL,1986-01-01,Marcstyle,36031301,+31228592437,523237793,marcstyle
263,https://kesselaarvastgoed.nl,200,Kesselaar Vastgoed B.V.,,,,,kesselaar vastgoed,263,9483,100,Veenweg 34 A,Nootdorp,2631CL,NL,2005-01-01,Kesselaar Vastgoed B.V.,27275892,+31793239309,524819495,kesselaar vastgoed
265,https://microbioline.nl,200,Home Microbioline zorgt en ontzorgt,mailto:info@microbioline.nl,,,,home microbioline zorgt ontzorgt,265,4515,53,De Akker 7,Vlijmen,5251AB,NL,2016-01-01,Cools Oogzorg B.V.,16079863,+31735130006,600147834,cools oogzorg
266,https://www.ebele.nl/,200,Ebele bv – Al meer dan 30 jaar toonaangevend.,mailto:eberot@ebele.nl,,,Ebele bv.,ebele al meer 30 jaar toonaangevend,266,417,50,Benningskamplaan 21,Uitgeest,1911LP,NL,2014-01-01,J. Zonneveld Bouw & Meubelen,61167347,+31251756901,602528351,j zonneveld bouw meubelen
270,https://pratvanzutphen.com,200,PRAT van Zutphen,,,,©,prat zutphen,270,1529,100,Bolderiklaan 44 A,Waalre,5582AV,NL,2013-01-01,Prat van Zutphen,58754245,,602232095,prat zutphen
271,https://ujala.nl,200,UJALA RADIO – Your Bollywood station!,,tel:0204090807,,© Copyright - UJALA RADIO -,ujala radio your bollywood station,271,9900,49,Weegbree 9,Nijverdal,7443HA,NL,2021-01-01,Your Decoration B.V.,73660728,,604009036,your decoration
274,https://www.oafinance.nl/,200,OA Finance - Administratiekantoor & Boekhouder in Haarlem e.o.,mailto:info@oafinance.nl,,,,oa finance administratiekantoor boekhouder haarlem eo,274,7997,67,Brinkhove 25,Zeist,3702SP,NL,2012-01-01,Stichting Administratiekantoor Rilee Beheer,54547296,,601546233,stichting administratiekantoor rilee beheer
275,https://marco-tweewielers.nl,200,Marco's Tweewielers Wassenaar,,tel:070-5116946,,,marcos tweewielers wassenaar,275,9972,76,Kerkstraat 33,Wassenaar,2242HB,NL,2013-01-01,Marco Tweewielers B.V.,57856435,+31705116946,602127863,marco tweewielers
280,https://eenhoorn.com,200,Home | Eenhoorn,mailto:info@eenhoorn.com,tel:6165305500,,,home eenhoorn,280,1293,73,De Corantijn 32,Zwaag,1689AP,NL,1995-01-01,Veldboer Eenhoorn B.V.,36029673,+31229234044,518411552,veldboer eenhoorn
281,https://www.hofman-assurantien.nl/,200,Hofman-Assurantiën BV,mailto:info@hofman-assurantien.nl,tel:0534338220,,© 2024 - Hofman-Assurantiën BV,hofmanassurantiën,281,4088,100,Gronausestraat 39,Enschede,7533BW,NL,2023-01-01,Hofman-Assurantiën B.V.,90662326,+31534338220,605863528,hofmanassurantiën
282,https://www.tandemdrive.com/,200,"Choose - TandemDrive, the eMobility platform",,,,,choose tandemdrive the emobility platform,282,4437,50,Ashlyns Hall,Berkhamsted,HP42ST,GB,1997-01-01,The Gap Partnership Limited,03467764,+441442291900,751834262,the gap partnership limited
284,https://hydrohuisman.nl,200,Hydro Huisman - Groenprojecten & Interieurbeplanting,mailto:info@hydrohuisman.nl,tel:0031297346886,,Copyright © Hydro Huisman 2016-2024 | Webdesign by,hydro huisman groenprojecten interieurbeplanting,284,1187,52,Klappeijstraat 65,Oosterhout NB,4901HD,NL,2018-01-01,Snoek Project Verlichting,71594043,,603772241,snoek project verlichting
285,https://www.formabouw.nl/,200,Bouwers van formaat - Formabouw,mailto:info@formabouw.nl,tel:0715410432,,,bouwers formaat formabouw,285,1950,58,Langpoort 2,Weert,6001CL,NL,2006-01-01,U Gaat Bouwen B.V.,12062523,+31495545060,525869473,u gaat bouwen
286,https://osteopathiecentrumzoetermeer.nl,200,Osteopathie Centrum Zoetermeer,,,,© Copyright - Osteopathie Centrum Zoetermeer —,osteopathie centrum zoetermeer,286,8260,100,Blauw-Roodlaan 92,Zoetermeer,2718SJ,NL,2019-01-01,Osteopathie Centrum Zoetermeer B.V.,74495771,+31793620934,604108789,osteopathie centrum zoetermeer
287,https://www.griffioen-plants.nl/,200,Griffioen Plants | Groothandel in perkplanten,,,,2021 © Griffioen Plants | Website by,griffioen plants groothandel perkplanten,287,2205,57,Hoofdweg 42,Kudelstaart,1433JW,NL,2003-01-01,Griffioen Plants B.V.,30155455,+31297594298,514722610,griffioen plants
289,https://www.gevasol.com/,200,Gevasol: Fluid and Motion Control,,,,,gevasol fluid and motion control,289,6279,57,Kingsfordweg 151,Amsterdam,1043GR,NL,2015-01-01,Climb Channel Solutions Emea B.V.,62865714,+31202108005,602731975,climb channel solutions emea
291,https://www.petershout.nl/,200,"Peter's Hout - Houthandel, Timmerfabriek & Bouwmaterialen",,tel:0515 - 57 65 01,,© Copyright 2024 Peter's Hout,peters hout houthandel timmerfabriek bouwmaterialen,291,6947,55,Lelystraat 17,Sliedrecht,3364AH,NL,2015-01-01,Timmerfabriek Drechtsteden B.V.,64362612,+31184418168,602905244,timmerfabriek drechtsteden
292,https://www.kaza10.nl/,200,INTERIEURADVIES - Interieuradvies,,,,,interieuradvies interieuradvies,292,7999,62,Vergelt 3,Baarlo LB,5991PJ,NL,2003-01-01,Peters Interieurs B.V.,12055351,+31774773553,524046959,peters interieurs
294,https://bkwinstallaties.nl,200,BKW installaties,,,,"© 2024,",bkw installaties,294,4578,100,Rietdekkersweg 9 Unit C,Woerden,3449JC,NL,2023-01-01,Bkw Installaties B.V.,90581091,+31348342109,605856893,bkw installaties
