"address1","city","postal_code","country","founding_date","name","company_number","phone_number","unique_id"
"Korenbloemweg 106","Almere","1338XS","NL","2016-01-01","Dominator-It B.V.","66272793","","0603131848"
"Waaldijk 74","Vuren","4214LC","NL","2010-01-01","Major Sweets B.V.","30283216","+31183670394","0600862694"
"Geerdinkhof 261","Amsterdam","1103RA","NL","2013-01-01","Beauty Brazil Cosmetics","57632545","","0602101650"
"Stationsplein 61","Amersfoort","3818LE","NL","2011-01-01","Lynxx B.V.","52713296","","0601294255"
"Dioneplantsoen 14","Heerhugowaard","1701BE","NL","2020-01-01","Koopman Installaties B.V.","80238114","","0604640892"
"Grintweg 13","Breda","4823ZC","NL","2007-01-01","Fors Design","62134795","+31765494160","0602643878"
"Teleportboulevard 110","Amsterdam","1043EJ","NL","2015-01-01","Applied Risk B.V.","55381456","+31208334020","0601647087"
"Voorbrug 1","Ommen","7731BB","NL","2020-01-01","Hotel de Zon B.V.","78161746","+31529455550","0604541174"
"Stadionstraat 26","Breda","4815NG","NL","2015-01-01","Rosmalen Gerechtsdeurwaarders B.V.","64715426","+31765223750","0602946596"
"Rietveldstraat 17","Dongen","5103MJ","NL","2019-01-01","IT Freek","76205789","+31162851557","0604319401"
"Beemdstraat 34","Eindhoven","5652AB","NL","1998-01-01","Reef Projectmanagement B.V.","17092021","+31402946888","0600555749"
"Cornelis Drebbelstraat 17","Wijchen","6603BH","NL","2012-01-01","Garage Bas","55510078","+31247370043","0601659813"
"Eskampweg 6","Ommen","7731TA","NL","2003-01-01","Ommer Automaten B.V.","05051248","+31529451492","0526919561"
"Gijsbrecht van Amstelstr 98 A","Hilversum","1214BB","NL","2022-01-01","Jsc Coaching","85090379","","0605219689"
"Handelsweg 120","Ridderkerk","2988DC","NL","2017-01-01","Fruit Valley B.V.","69260753","","0603487651"
"Laakse Dam 9","Zutphen","7207NG","NL","2013-01-01","Marc Wilborts","57769915","","0602110499"
"Rudolf Dieselweg 28 A","Venlo","5928RA","NL","2014-01-01","James B.V.","50069594","+31773278000","0600965700"
"Jachthavenweg 118","Amsterdam","1081KJ","NL","2005-01-01","Alpinvest Partners Fund Investments 2006 B.V.","34224462","+31205407575","0524863592"
"Lange Viestraat 2 B","Utrecht","3511BK","NL","2017-01-01","Hanssen Spronk Facilitair B.V.","70503486","","0603637028"
"Grotekerksbuurt 86","Dordrecht","3311CB","NL","2016-01-01","Bright Financials B.V.","66476704","+31783000001","0603157550"
"Buurserstraat 214","Enschede","7544RG","NL","1981-01-01","Fit Form B.V.","06046690","+31534772780","0514626460"
"Gotenburgweg 7","Groningen","9723TK","NL","2005-01-01","Conica","52592928","+31594851149","0601283868"
"De Boelelaan 7","Amsterdam","1083HJ","NL","1971-01-01","Ruber B.V.","10019274","+31247600600","0515049917"
"Dokter Barentsenstraat 55","Bergeijk","5571DE","NL","2020-01-01","Sound Originals","77323491","","0604447970"
"Waalstraat 8 C","Poortugaal","3171BD","NL","2016-01-01","Huisartsenpraktijk Emmastaete","66723329","+31102027611","0603192506"
"Meierijlaan 31","Kaatsheuvel","5171ZN","NL","2022-01-01","Groen Ventilatie","87524961","","0605507174"
"Grachtswalplein 2","Harlingen","8861SH","NL","2023-01-01","Lucreations","92057837","","0606037027"
"Suikersilo-West 32","","1165MP","NL","2010-01-01","Dynamichands B.V.","51069806","","0601095398"
"Oranjesingel 2 A","Nijmegen","6511NS","NL","2022-01-01","Biqql B.V.","88031136","","0605554733"
"Westerdok 780","Amsterdam","1013BV","NL","2018-01-01","Urban Echoes B.V.","72486686","","0603870212"
"Fahrenheitstraat 42","Kruiningen","4416DC","NL","2016-01-01","Van Pelt Bouwmanagement B.V.","67143598","+31113202158","0603233489"
"Hasselaarsweg 30","Heerhugowaard","1704DX","NL","1998-01-01","Verver Export B.V.","37029222","+31725051481","0518440691"
"Wieder 11","De Goorn","1648GA","NL","2011-01-01","Geomechanica B.V.","37118604","+31229551848","0525068191"
"De Clercqstraat 95 H","Amsterdam","1053AH","NL","2015-01-01","Vantspit B.V.","60046236","+31203583878","0602388190"
"Schutweg 19","Waalwijk","5145NP","NL","2000-01-01","Velaco B.V.","18042934","+31416652267","0600151968"
"Nijmeegseweg 24","Gennep","6591CH","NL","2015-01-01","Geurts van Bergen B.V.","12055229","+31485511610","0523989315"
"Ondernemingsweg 46","Alphen aan den Rijn","2404HN","NL","2011-01-01","A+ Cloud en Ict Services B.V.","52404560","+31172492905","0601260379"
"Langegracht 70","Leiden","2312NV","NL","2014-01-01","Urban Sync B.V.","61089508","+31712070073","0602519056"
"Pastoor Vranckenlaan 24","Reuver","5953CP","NL","2009-01-01","'t Kaashuys","14116597","+31774762235","0600542446"
"Oosterhoutseweg 7","Oostvoorne","3233EN","NL","2023-01-01","Stichting Administratiekantoor Tcv Vastgoed Holding","91295742","","0605948132"
"Rijksweg 112","Gaanderen","7011EC","NL","2002-01-01","Potomac Motors Nederland B.V.","10040368","+31315326419","0528894012"
"Hendrik de Vosweg 2","Jubbega","8411KJ","NL","2017-01-01","In de Roos","67967213","","0603340216"
"Frobenstraat 5","Rotterdam","3045RD","NL","2008-01-01","Mattenloods.nl","24428574","","0600139730"
"Melbournestraat 15 B","Lijnden","1175RM","NL","2015-01-01","Hart Delicious B.V.","64582981","+31206597278","0602934001"
"Beukenlaan 141","Eindhoven","5616VD","NL","2014-01-01","Evolf B.V.","60181311","+31402881144","0602410937"
"Withuisveld 7","Maastricht","6226NV","NL","1998-01-01","Grease Lighting B.V.","14057889","+31436018383","0513691798"
"Lange Dreef 40","Veenendaal","3902AJ","NL","2018-01-01","Veni Roots","71355367","","0603745156"
"Groenstraat 8","Dongen","5102PA","NL","2006-01-01","Maatschap van den Ouweland","17248281","+31162370941","0600489206"
"Eerste Jan Steenstraat 66 H","Amsterdam","1072NN","NL","2020-01-01","Bieden & Wonen de Pijp","77894022","+31203583567","0604515649"
"Vliersingel 30","Elburg","8082CH","NL","2012-01-01","Heliqopter Services","56385404","+31707007878","0601950992"
"Sillan 41","Britsum","9055MA","NL","2012-01-01","Fleurich.nl","56458576","+31582572416","0601958897"
"Arsenaal 9","Gorinchem","4207EM","NL","2015-01-01","Rosanne de With Entertainment","62183036","","0602650235"
"Scholtendijk 14","Deurningen","7561AR","NL","2011-01-01","Bevers B.V.","52397955","+31302684351","0601259648"
"Chromiumweg 115","Amersfoort","3812NM","NL","2018-01-01","Buffelgroep B.V.","71710035","+31334530963","0603782161"
"Hoofdweg 850","Hoofddorp","2132MC","NL","2017-01-01","Technoproject B.V.","34088141","+31235541641","0529785004"
"Klokkenbergweg 6","Amsterdam","1101AS","NL","2013-01-01","Mlk Services","58061150","+31203318887","0602153580"
"Maaseikerweg 189","Weert","6005AD","NL","2019-01-01","Custers Plants B.V.","60264721","+31495531445","0602419983"
"Jellingelant 40","Zuid-Scharwoude","1722LJ","NL","2013-01-01","Geuzebroek Gevelrenovatie","58654763","","0602223418"
"Edisonweg 21 E","Gorinchem","4207HE","NL","2002-01-01","Coco Yachts B.V.","54027675","+31345820290","0601479962"
"Potgieterstraat 2","Zutphen","7204CZ","NL","2012-01-01","Zonwering Bestosol Zutphen","55037461","","0601600224"
"New Yorkstraat 10","Lijnden","1175RD","NL","2016-01-01","Planhold B.V.","33237595","+31204303030","0525146778"
"Stadshagenallee 27","Zwolle","8043ZA","NL","2023-01-01","Autoservice Ten Klooster B.V.","90641736","+31384582630","0605863179"
"Prinses Margrietstraat 36","Dongen","5104AE","NL","2022-01-01","Hawedo B.V.","18116397","+31162312387","0515973413"
"Paterswoldseweg 806","Groningen","9728BM","NL","2023-01-01","Elann B.V.","41011438","+31503666444","0522432135"
"Liesselseweg 116 A","Deurne","5753PP","NL","2006-01-01","Duo Style Reclame en Belettering","91076080","","0605922270"
"Van Welderenstraat 26","Nijmegen","6511ML","NL","1944-01-01","Vof A.J.G. Peeters Juwelier Horloger","10010331","+31243221464","0515024655"
"Tragel Oost 19 A","Schoondijke","4507JA","NL","2012-01-01","De Badts Lgt","55797997","","0601693390"
"Rietheuvel 8","Numansdorp","3281ME","NL","2012-01-01","Vtm B.V.","56796536","+31345580832","0601996063"
"Mozartstraat 158","Heemskerk","1962AG","NL","1998-01-01","Nijmanumed","34370713","+31251821936","0600766994"
"Pretoriadreef 88","Utrecht","3564BX","NL","2020-01-01","Brando Media","78659965","","0604606454"
"De Kempen 16","Budel","6021PZ","NL","2014-01-01","Citydogs B.V.","61324590","+31495498325","0602547115"
"Zaagmuldersweg 94 A","Groningen","9713LN","NL","2009-01-01","Imarcon Projecten","01145610","+31502111865","0600435779"
"'S-Gravendamseweg 49 A","Voorhout","2215TC","NL","1961-01-01","Van Rooijen Hekwerken B.V.","28054626","+31252215155","0526141208"
"Roptawei 54","Metslawier","9123JC","NL","2010-01-01","Dwd Service","50194135","","0600979341"
"Langshof 127","Almere","1353GN","NL","2004-01-01","Holy Passion","39085812","","0523391132"
"Leidsevaart 151","Noordwijkerhout","2211WD","NL","2012-01-01","V. de Groot B.V.","28076727","+31252373891","0513283422"
"Postmeestersdreef 426","Apeldoorn","7328KS","NL","1994-01-01","Stichting Ateliers Apeldoorn","41041975","","0522536556"
"Michelangelolaan 2","Eindhoven","5623EJ","NL","2015-01-01","dr. ph.W.M. Cuypers Praktijk B.V.","63632802","+31402397155","0602815617"
"Gasthuispolderweg 24","Gouda","2807LL","NL","2012-01-01","Act2Xceed","54300797","+31182511220","0601512006"
"Keizersgracht 6","Eindhoven","5611GD","NL","2014-01-01","Mood B.V.","60767545","+31402441855","0602475145"
"Westgaag 34","Maasland","3155DG","NL","1989-01-01","Cinero B.V.","24179174","+31105922600","0524549809"
"Klaproosstraat 40","Ommen","7731WG","NL","2009-01-01","Gastouder 'Tante Lies'","08204801","+31529454289","0600641570"
"Ingelandenweg 1","Amsterdam","1069WE","NL","2023-01-01","Arabico B.V.","92208576","","0606048840"
"Fenacoliuslaan 6","Maassluis","3143AC","NL","2017-01-01","Hoektand Maassluis","68736851","+31105912166","0603431784"
"140 New Montgomery st Ste 900","San Francisco","94105","US","2017-01-01","Eat24, Llc","","+1866-328-1123","0133124580"
"Fokkerstraat 571","Schiedam","3125BD","NL","2013-01-01","Vetus B.V.","34267644","+31104377700","0521078618"
"Svätoplukova ii. 18892/2 A","Bratislava","82108","SK","1998-01-01","Zoznam, S.R.O.","","+4212/57785134","0478052234"
"Meerveldlaan 2 M","Hoevelaken","3871ED","NL","2010-01-01","Vierkeer B.V.","32168716","+31338200236","0600863099"
"Prins Clausweg 2","'t Zand NH","1756BJ","NL","2020-01-01","Tas Transport B.V.","77687051","+31224581413","0604491282"
"Nieuwe Gracht 575","Delft","2627CS","NL","2007-01-01","Systems Navigator B.V.","27259287","+31157501030","0519837445"
"Braken 21","Obdam","1713GC","NL","2001-01-01","Matena Schilderwerken B.V.","36046667","+31226454100","0530482467"
"Arent Janszoon Ernststr 595 C Unit 2.4","Amsterdam","1082LD","NL","2004-01-01","The Decision Group B.V.","30170082","+31204040111","0516921929"
"Molenweg 8","Abcoude","1391CG","NL","2021-01-01","Zech Eens A Waarneming","83227180","","0605003827"
"De Wieken 19","Beers NB","5437BM","NL","2023-01-01","Derks Beregeningstechniek","90112792","","0605808676"
"Schippersstraat 16","Veendam","9641HT","NL","1993-01-01","Damedia","02330385","+31598625843","0528469128"
"Herenstraat 25","Hilversum","1211BZ","NL","2010-01-01","Tripro","39059538","+31356245475","0530209062"
"Achthovenerweg 19","Leiderdorp","2351AX","NL","2022-01-01","Leiderdorp Instruments B.V.","53116585","+31715415514","0601348993"
"De Ortolaan 11","Almelo","7609MJ","NL","2012-01-01","Alternative-It","54601010","","0601548887"
"Stevensweg 71","Dordrecht","3319AJ","NL","2016-01-01","Autobedrijf de Bruin B.V.","23071985","+31786160211","0528286046"
"Soephuisstraatje 12 8","Groningen","9712BZ","NL","2016-01-01","Haskia!","66855829","","0603208673"
"Enkweg 53 A","Voorst","7383CX","NL","2001-01-01","Bensink B.V.","08118623","+31575501361","0600192603"
"Livingstoneweg 20","Goes","4462GL","NL","2012-01-01","Glashandel en Glasslijperij Melieste B.V.","22006018","+31113227854","0516203046"
"Kwikkelstraat 5","Dinxperlo","7091BV","NL","2004-01-01","Schepershuus B.V.","09143720","+31315345328","0523639977"
"Straatsburglaan 13","Uithoorn","1422LK","NL","2023-01-01","Najmashop","91694744","","0605995472"
"Onbekend Nederlands Adres","Onbekend","0000AA","NL","2007-01-01","Mke B.V.","20135556","+31181751198","0600114449"
"dr. Nolenslaan 157","Sittard","6136GM","NL","2013-01-01","Bluebird Software","60539461","+31475744272","0602452975"
"Dorpsstraat 2","Gees","7863PC","NL","2023-01-01","Loods Voor Verandering B.V.","88764257","","0605633631"
"Veenweg 6","Moordrecht","2841DG","NL","2018-01-01","Hgm Infra B.V.","71653457","+31850160270","0603770286"
"Dommelstraat 1","Hengelo OV","7555MX","NL","2021-01-01","Palco-Zorg","81303467","","0604778062"
"Slichtenhorststraat 32","Amsterdam","1107VH","NL","2015-01-01","Jojanneke Poorter","64289494","","0602903419"
"Melis Stokelaan 2","Hilversum","1215JK","NL","2013-01-01","Cardok","57734429","+31352600880","0602113950"
"Oost-Havenstraat 2","Colijnsplaat","4486AR","NL","2022-01-01","De Pree Verhuur","86202685","+31113693344","0605349521"
"Noorderbaan 14","Biddinghuizen","8256PR","NL","1964-01-01","Patex B.V.","39025865","+31321332072","0514424665"
"Steijnstraat 5","Alkmaar","1814DA","NL","2007-01-01","Sinoz Management & Beheer B.V.","37133347","+31727507738","0526115630"
"831 Gilman st","Albany","94710","US","2005-01-01","Word Company","","+1510-526-0939","0259812857"
"Schootsveldlaan 6","Muiden","1398DJ","NL","2018-01-01","Berry Anesthesia and Pain Medicine B.V.","72192143","","0603830255"
"Zusterplein 22","Zeist","3703CB","NL","2006-01-01","Aduard Advies B.V.","30216442","+31306933992","0525948460"
"Vleermuisstraat 59","Hengelo OV","7559BV","NL","2020-01-01","Ingrid's Keuken","81880979","+31742778188","0604843600"
"Myrthaplein 4","Hooge Mierde","5095DZ","NL","2000-01-01","PC Desk","17128121","+31135905929","0516582532"
"Heuveleindstraat 11","Ravenstein","5371NL","NL","2017-01-01","Van Lieshout Metselwerken","69376255","","0603507418"
"De Flammert 1407","Bergen L","5854NE","NL","2021-01-01","Koppes Constructie B.V.","12027297","+31485342266","0525305617"
"Ugchelseweg 107","Apeldoorn","7335JT","NL","2013-01-01","Dierfysio Susan","58742344","+31555330808","0602235780"
"Heijtsveld 119","Gemert","5421GZ","NL","2010-01-01","Jamak Administratie","17274254","+31492774245","0600793825"
"Dambroeken 2","Beilen","9411SG","NL","1990-01-01","Vinke Beilen V.O.F.","04041939","+31593541464","0526259844"
"Kaepwei 1","Gaastmeer","8611JL","NL","2011-01-01","Maatschap U.J. en C. de Jong","71586490","+31515469401","0603771455"
"Viermarkenweg 15","Enschede","7522LC","NL","2017-01-01","Kjn Holding B.V.","69157855","","0603474491"
"Slaapweg 1","Geesteren Gld","7274GK","NL","2020-01-01","Kachelbouwer Systems","80157076","+31545482051","0604638464"
"Oranjestraat 19 A","Raamsdonksveer","4941JP","NL","2008-01-01","Atelier Carola","20145351","+31162519982","0600332946"
"Valeton 23","Zaltbommel","5301LW","NL","2014-01-01","Van Leeuwen Modelmakerij B.V.","11047964","+31418641570","0516067129"
"Amperestraat 8","Tiel","4004KB","NL","2010-01-01","Dijadigital C.V.","30282987","","0600853054"
"Filipsweistraat 9 A","Waardenburg","4181CH","NL","2010-01-01","Dit Holding B.V.","34388186","+31884949500","0600908744"
"Belder 30 A","Roosendaal","4704RK","NL","1987-01-01","Mikroog B.V.","20054070","","0522075245"
"Napoleonsweg 62","Haelen","6081AD","NL","1999-01-01","Fysiohaelen","90493060","+31475594057","0605853521"
"Velserweg 2","Beverwijk","1942LD","NL","2022-01-01","Scheybeeck B.V.","87785358","+31251262767","0605529659"
"Zutphenseweg 117 A","Lochem","7241SC","NL","1975-01-01","H. Bolink","08223150","+31575431803","0600893687"
"Kerkweg 31","Puth","6155KK","NL","2017-01-01","Goessens Bouwbedrijven B.V.","14068687","+31464431207","0517083159"
"Noorwegenlaan 41","Hazerswoude Dorp","2391PW","NL","2008-01-01","Allgreen B.V.","28118056","+31172235070","0526794563"
"Voorstraat 19","Middelharnis","3241EE","NL","2010-01-01","Beumer Advocaten B.V.","50568450","+31105018950","0601036007"
"Willem van Abcoudelaan 9","Abcoude","1391CC","NL","2004-01-01","Purcel B.V.","27263993","+31207946097","0600534409"
"Vlamingstraat 36","Delft","2611KX","NL","2021-01-01","Atelier L.D","84373768","","0605136414"
"Utrechtsestraat 96","Amsterdam","1017VS","NL","2001-01-01","Segugio B.V.","34162197","+31203301503","0517855648"
"Alderneystraat 12","Almere","1339TM","NL","2023-01-01","Diversity Consultants B.V.","91793572","","0605999013"
"Cole Porterplantsoen 11","Utrecht","3543CD","NL","2017-01-01","Beedoo","69031053","","0603469711"
"Fascinatio Boulevard 742","Capelle aan den IJssel","2909VA","NL","2014-01-01","Safe Bulkcarriers B.V.","24351453","","0520045330"
"West-Varkenoordseweg 163","Rotterdam","3074HR","NL","2018-01-01","Collins-Logistics","71505156","","0603761737"
"Bolkskamp 61","Oldenzaal","7576GK","NL","2018-01-01","Van Heuvel","70962405","","0603697035"
"Poortcamp 29","De Lier","2678PT","NL","2006-01-01","Snijpunt B.V.","27257768","+31174637900","0519625411"
"Fultsemaheerd 98","Groningen","9736CT","NL","2020-01-01","Vecmo","77695704","","0604492149"
"Eekterweg 34","Oosterwolde Gld","8097PE","NL","2015-01-01","Edwin Drenth Afbouw en Montage","62428667","","0602679262"
"Nonnenveld 54","Gorinchem","4201AR","NL","1931-01-01","Houdstermaatschappij A.T. Bikker Beheer B.V.","23008631","+31183513906","0516275314"
"Kerkstraat 134 D","Hoogezand","9603AL","NL","2018-01-01","Technisch Tekenburo Douma","72845392","","0603921317"
"Gotenweg 11","Oss","5342PP","NL","2004-01-01","Qwerty B.V.","16084786","+31412691123","0497568612"
"Turfmarkt 107","'s-Gravenhage","2511DP","NL","2007-01-01","Apm Terminals B.V.","27303900","+31703043100","0526447188"
"Achter st. -Pieter 19","Utrecht","3512HR","NL","2018-01-01","M2L B.V.","73294225","","0603967759"
"Eksterstraat 18","Vuren","4214DM","NL","2019-01-01","E.D.H.L. B.V.","76249115","","0604316873"
"Polanerbaan 3","Woerden","3447GN","NL","2018-01-01","Plain Vanilla Coöperatief U.A.","73340464","+31206795615","0603980023"
"Havenweg 17","Dronten","8251KB","NL","1996-01-01","Bouwbedrijf B.J. van der Steeg B.V.","18573118","+31321315489","0600126083"
"Ridderstraat 11","Haarlem","2011RR","NL","2008-01-01","World Connection B.V.","34103795","+31237410010","0513761195"
"Agatha Christielaan 1","Eindhoven","5629MB","NL","2023-01-01","Mariana Trench","89949099","","0605790544"
"Poeldijkseweg 31 A","Wateringen","2291GB","NL","2023-01-01","2Sur5 B.V.","77758986","+31174294070","0604499167"
"Brederodelaan 17","Papendrecht","3353GG","NL","2020-01-01","Foto Schievink B.V.","24320487","+31786159358","0517420955"
"Lange Nieuwstraat 109","Utrecht","3512PG","NL","2001-01-01","Bakers Architekten B.V.","30174028","+31302314919","0517563697"
"Vlotlaan 184","Monster","2681TV","NL","2023-01-01","Cleanshopping B.V.","89955102","","0605791051"
"Vlietskade 9044","Arkel","4241WT","NL","2015-01-01","Slob Noordeloos B.V.","63028034","+31183581558","0602749814"
